"","Names","Birth_dates","Countries","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","Wikidata","bytes_french","Quotations_french","languages_french","pca"
"3412","16854","1800","Germany",NA,NA,NA,2485,8,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q21033801",NA,NA,NA,0.0932379173480021
"3413","16855","1849","Italy",NA,NA,NA,1726,6,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q15715381",NA,NA,NA,0.0878210665359033
"3414","16858","1780","United Kingdom",NA,NA,NA,2819,13,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q930407",1320,30,8,0.700849249114302
"3415","16859","1807","Germany",NA,NA,NA,3992,12,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q15891030",NA,NA,NA,0.185554841814055
"3416","16860","1772","Netherlands",NA,NA,NA,5753,10,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15446771",NA,NA,NA,0.20306634673795
"3417","16861","1798","Germany",NA,NA,NA,1958,14,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1612940",NA,NA,NA,0.105102499802261
"3418","16862","1789","Germany",NA,NA,NA,12326,16,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1346840",NA,NA,NA,0.460490185627018
"3419","16863","1797","Scandinavia",NA,NA,NA,3509,5,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q4476996",NA,NA,NA,0.247055784375978
"3420","16864","1832","Germany",NA,NA,NA,2481,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q29682920",NA,NA,NA,0.0837593072839341
"3421","16865","1802","Netherlands",NA,NA,NA,7830,10,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q15445490",NA,NA,NA,0.294196331581492
"3422","16866","1804","Belgium",NA,NA,NA,4909,22,17,"https://www.wikidata.org/wiki/Special:EntityPage/Q425539",6826,45,17,1.53344994448066
"3423","16867","19","Germany",NA,NA,NA,1678,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1624293",NA,NA,NA,0.059071530041691
"3424","16868","1792","Germany",NA,NA,NA,10033,13,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1460905",NA,NA,NA,0.348685955399864
"3425","16870","1836","Germany",NA,NA,NA,5638,18,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q111930",NA,NA,NA,0.318774678243213
"3426","16871","1824","Germany",NA,NA,NA,2958,13,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q76378",2666,12,7,0.618844356497494
"3427","16872","1818","Germany",NA,NA,NA,5685,24,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q107311",NA,NA,NA,0.293738955769201
"3428","16873","1814","Germany",NA,NA,NA,2848,10,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1261448",NA,NA,NA,0.113753777760719
"3429","16874","1793","Germany",NA,NA,NA,2751,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15147101",NA,NA,NA,0.0920603033678765
"3430","16875","1803","Germany",NA,NA,NA,5169,12,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q16650623",NA,NA,NA,0.221741035854055
"3431","16876","1809","United Kingdom",NA,NA,NA,1624,6,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q7983999",NA,NA,NA,0.111958938539036
"3432","16877","1826","Germany",NA,NA,NA,2638,7,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q98938",NA,NA,NA,0.256906822099152
"3433","16878","1835","Germany",NA,NA,NA,5691,12,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1713077",NA,NA,NA,0.23778962828301
"3434","16879","1839","Germany",NA,NA,NA,7102,17,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q2576110",NA,NA,NA,0.277285295932791
"3435","16880","1821","Germany",NA,NA,NA,5168,12,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q17319109",NA,NA,NA,0.276257899138248
"3436","16881","1832","Germany",NA,NA,NA,11324,15,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q20046944",NA,NA,NA,0.39773264679739
"3437","16882","1822","Germany",NA,NA,NA,2541,11,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q51172289",NA,NA,NA,0.272635877083532
"3438","16883","1839","Scandinavia",NA,NA,NA,6413,51,10,"https://www.wikidata.org/wiki/Special:EntityPage/Q335116",6115,10,10,1.16709003002904
"3439","16884","1831","Germany",NA,NA,NA,4450,20,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q124284",NA,NA,NA,0.237058320104039
"3440","16885","1836","Russia",NA,NA,NA,2432,13,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q2079434",NA,NA,NA,0.251366562707253
"3441","16886","1838","Germany",NA,NA,NA,4841,27,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q75034",NA,NA,NA,0.336371713129989
"3442","16887","1767","Germany",NA,NA,NA,2036,7,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1086101",NA,NA,NA,0.0747558521325525
"3443","16888","1562","France",NA,NA,NA,5872,7,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q3158103",23686,80,3,1.41170502543095
"3444","16889","1597","Germany",NA,NA,NA,11379,8,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q26254944",NA,NA,NA,0.36667887723905
"3445","16890","1638","France",NA,NA,NA,2203,6,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q929921",7499,14,5,0.615780987106058
"3446","16825","1632","Germany",NA,NA,NA,3109,28,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1145613",NA,NA,NA,0.205978765073948
"3447","16891","1607","Germany",NA,NA,NA,3494,13,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1697246",NA,NA,NA,0.147648128018758
"3448","16893","1589","Germany",NA,NA,NA,13401,17,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q22691350",NA,NA,NA,0.47094446012817
"3449","16894","1627","Germany",NA,NA,NA,6876,13,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q103541",NA,NA,NA,0.278899593934688
"3450","16895","1588","Germany",NA,NA,NA,2365,9,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q817424",NA,NA,NA,0.121500205784358
"3451","16897","1585","Poland",NA,NA,NA,3284,13,10,"https://www.wikidata.org/wiki/Special:EntityPage/Q677202",2423,21,10,0.821584069736796
"3452","16898","1620","Netherlands",NA,NA,NA,4983,12,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1698698",NA,NA,NA,0.18874876802805
"3453","16899","1572","Germany",NA,NA,NA,2859,12,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1873046",NA,NA,NA,0.123447598834371
"3454","16900","1578","Scandinavia",NA,NA,NA,1960,4,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q26405863",NA,NA,NA,0.0856596307976807
"3455","16901","1578","Netherlands",NA,NA,NA,5203,9,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q4452865",NA,NA,NA,0.236026701812641
"3456","16902","1591","United Kingdom",NA,NA,NA,5707,9,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q2958696",NA,NA,NA,0.251521894502667
"3457","16903","1596","Netherlands",NA,NA,NA,1976,25,16,"https://www.wikidata.org/wiki/Special:EntityPage/Q496645",1920,24,16,1.16022120958559
"3458","16904","1587","Germany",NA,NA,NA,4424,13,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q2641914",NA,NA,NA,0.176240447863448
"3459","16905","1610","Germany",NA,NA,NA,3704,15,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q89126",NA,NA,NA,0.218007698364708
"3460","16907","1645","Germany",NA,NA,NA,6386,19,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q21165935",NA,NA,NA,0.264627916439679
"3461","16908","1610","Germany",NA,NA,NA,2841,11,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15455374",NA,NA,NA,0.118216382923288
"3462","16909","1549","Belgium",NA,NA,NA,4820,11,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q3309299",56518,84,4,2.51078115685846
"3463","16910","1628","Germany",NA,NA,NA,2189,15,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q496675",NA,NA,NA,0.116882279290676
"3464","16911","1633","Netherlands",NA,NA,NA,7547,12,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q2417458",NA,NA,NA,0.294851290252628
"3465","16912","1603","Netherlands",NA,NA,NA,3051,11,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q3031680",2325,3,5,0.455474315146648
"3466","16913","1588","France",NA,NA,NA,2409,6,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q3084427",NA,NA,NA,0.163367119899417
"3467","16915","1573","Netherlands",NA,NA,NA,5879,7,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q15876895",NA,NA,NA,0.220180500251065
"3468","16916","1554","France",NA,NA,NA,8675,29,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1387082",12480,84,2,1.20743625060903
"3469","16918","1587","Belgium",NA,NA,NA,5607,15,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q549426",NA,NA,NA,0.385609563969799
"3470","16919","1591","Germany",NA,NA,NA,11112,43,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q71592",NA,NA,NA,0.740384111326814
"3471","16920","1632","France",NA,NA,NA,1773,11,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q1685541",NA,NA,NA,0.139928939460939
"3472","16921","1667","Germany",NA,NA,NA,3720,13,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1503943",NA,NA,NA,0.154596369185317
"3473","16922","-43","Germany",NA,NA,NA,4075,4,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q3180749",4177,21,2,0.424467825850572
"3474","16923","1572","Italy",NA,NA,NA,3175,7,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q3107116",8731,27,3,0.634573567468582
"3475","16924","1611","Germany",NA,NA,NA,7160,14,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1986817",NA,NA,NA,0.265035024352883
"3476","16925","1596","Netherlands",NA,NA,NA,6020,42,12,"https://www.wikidata.org/wiki/Special:EntityPage/Q1368345",7029,28,12,1.32526851043539
"3477","6365","1577","Italy",2691,41,25,2216,27,25,"https://www.wikidata.org/wiki/Special:EntityPage/Q93538",NA,NA,NA,1.69982544210702
"3478","16926","1561","Germany",NA,NA,NA,5835,21,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q90922",NA,NA,NA,0.338864779457956
"3479","16927","1640","Germany",NA,NA,NA,4329,11,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1567985",NA,NA,NA,0.163964094674793
"3480","16928","1588","Germany",NA,NA,NA,5090,17,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q37475153",NA,NA,NA,0.215427502892451
"3481","16929","1637","Germany",NA,NA,NA,3036,12,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q2508317",NA,NA,NA,0.156163166790911
"3482","16930","1557","Germany",NA,NA,NA,5141,15,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1174719",NA,NA,NA,0.207639836475112
"3483","16931","1634","Netherlands",NA,NA,NA,3278,6,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q2564575",NA,NA,NA,0.271905441088936
"3484","16932","1602","Italy",NA,NA,NA,44578,280,45,"https://www.wikidata.org/wiki/Special:EntityPage/Q76738",NA,NA,NA,3.85977657537113
"3485","16933","1574","Germany",NA,NA,NA,2873,11,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q27039182",NA,NA,NA,0.119200204681385
"3486","16934","1657","Germany",NA,NA,NA,4817,11,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15430968",NA,NA,NA,0.17896737648577
"3487","16935","1604","Germany",NA,NA,NA,3570,10,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1693038",NA,NA,NA,0.135951256177779
"3488","16818","1619","Germany",NA,NA,NA,2765,7,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1695242",NA,NA,NA,0.0971685415591969
"3489","16936","1599","Germany",NA,NA,NA,4073,5,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q20431472",NA,NA,NA,0.1280266235771
"3490","16937","1586","Germany",NA,NA,NA,2488,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q20817372",NA,NA,NA,0.0980079668099765
"3491","16938","1598","Netherlands",NA,NA,NA,2765,19,12,"https://www.wikidata.org/wiki/Special:EntityPage/Q1353095",NA,NA,NA,0.453314178052768
"3492","16939","1663","Germany",NA,NA,NA,5451,28,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1692492",NA,NA,NA,0.277982219994662
"3493","16940","1594","France",NA,NA,NA,3805,7,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q3159316",5564,7,2,0.416177131326551
"3494","16942","1554","Germany",NA,NA,NA,4458,14,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q20180473",NA,NA,NA,0.181963574653579
"3495","16943","1603","Germany",NA,NA,NA,6822,19,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1230580",NA,NA,NA,0.278032487893749
"3496","16944","1648","Germany",NA,NA,NA,11121,11,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q19298537",NA,NA,NA,0.372780262830852
"3497","16945","1602","Germany",NA,NA,NA,6321,14,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1329179",NA,NA,NA,0.239240447632781
"3498","16946","1565","Germany",NA,NA,NA,6733,64,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q86250",NA,NA,NA,0.567619372947122
"3499","16947","1597","Italy",NA,NA,NA,3791,18,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q511130",2840,15,5,0.577052840610415
"3500","16948","1570","France",NA,NA,NA,3395,6,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q2980590",5499,38,3,0.579705622236026
"3501","16949","1588","Italy",NA,NA,NA,5321,11,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15450123",NA,NA,NA,0.194462569175795
"3502","16950","1619","Germany",NA,NA,NA,6007,18,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1047965",NA,NA,NA,0.248297961320067
"3503","16951","1610","Germany",NA,NA,NA,10589,25,13,"https://www.wikidata.org/wiki/Special:EntityPage/Q64016",NA,NA,NA,0.749199298797435
"3504","16952","1572","Netherlands",NA,NA,NA,2893,7,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q3261976",9159,24,5,0.735795701490095
"3505","16953","1630","Scandinavia",NA,NA,NA,4024,18,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q3290286",NA,NA,NA,0.323700776033336
"3506","16954","1644","Germany",NA,NA,NA,2477,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1233429",NA,NA,NA,0.0976697780806306
"3507","16955","1626","Italy",NA,NA,NA,3026,6,16,"https://www.wikidata.org/wiki/Special:EntityPage/Q1188064",9997,25,17,1.39115114987544
"3508","16956","1651","Germany",NA,NA,NA,3835,18,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q805627",NA,NA,NA,0.181521059489242
"3509","16958","1604","Italy",NA,NA,NA,6051,7,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q3064858",2866,13,6,0.614713708153859
"3510","10527","1583","France",NA,NA,NA,3358,18,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q1574948",NA,NA,NA,0.303224985692946
"3511","16959","1594","Germany",NA,NA,NA,5142,10,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15638612",NA,NA,NA,0.184281500044288
"3512","10630","1585","Germany",NA,NA,NA,7242,22,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q109091",NA,NA,NA,0.332252400842296
"3513","16960","1614","Iberia",NA,NA,NA,2457,12,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q2521999",NA,NA,NA,0.192909749569479
"3514","16961","1618","France",NA,NA,NA,2854,7,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q2977875",5492,2,3,0.418302374762971
"3515","16962","1610","Poland",NA,NA,NA,4168,12,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q372038",NA,NA,NA,0.300061076911855
"3516","16963","1641","Germany",NA,NA,NA,3625,14,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q100778",NA,NA,NA,0.183627268370187
"3517","16964","1607","Germany",NA,NA,NA,9043,27,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1085601",NA,NA,NA,0.383738396168883
"3518","16965","1558","Germany",NA,NA,NA,8574,25,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q95768",NA,NA,NA,0.414511233896604
"3519","16966","1598","Germany",NA,NA,NA,2289,4,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q2292954",NA,NA,NA,0.123048352105181
"3520","16967","1591","Germany",NA,NA,NA,4666,16,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q19513536",NA,NA,NA,0.197714048425514
"3521","16968","1648","United Kingdom",NA,NA,NA,2397,8,15,"https://www.wikidata.org/wiki/Special:EntityPage/Q569955",3370,8,15,1.01895361884213
"3522","16970","1635","Germany",NA,NA,NA,9201,17,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1422983",NA,NA,NA,0.341817854377957
"3523","16971","1577","Germany",NA,NA,NA,12105,34,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q459735",NA,NA,NA,0.510622553851846
"3524","16972","1619","Italy",NA,NA,NA,4406,15,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q369265",6888,20,7,0.839842638487548
"3525","16973","1618","Germany",NA,NA,NA,2653,16,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1690413",NA,NA,NA,0.135825510955233
"3526","16974","1598","Germany",NA,NA,NA,1847,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1679314",NA,NA,NA,0.0783007872180986
"3527","16462","1553","Germany",NA,NA,NA,4432,6,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q43598332",NA,NA,NA,0.143741690097903
"3528","16975","1601","Germany",NA,NA,NA,9929,19,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q500307",NA,NA,NA,0.373555431718967
"3529","16976","1577","Italy",NA,NA,NA,2880,7,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q2857440",5900,39,2,0.531045283130542
"3530","16979","15","Iberia",NA,NA,NA,2700,11,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q448548",NA,NA,NA,0.113881418301674
"3531","16980","1550","Germany",NA,NA,NA,3566,16,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1504231",NA,NA,NA,0.163895175490935
"3532","16983","1540","France",NA,NA,NA,2742,19,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q369025",NA,NA,NA,0.261690429164667
"3533","16984","1520","Germany",NA,NA,NA,6970,24,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1910501",NA,NA,NA,0.305971744385712
"3534","16985","1492","Germany",NA,NA,NA,7843,94,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1047818",NA,NA,NA,0.660258763774491
"3535","16987","1492","France",NA,NA,NA,4205,10,4,"https://www.wikidata.org/wiki/Special:EntityPage/Q984123",8539,31,4,0.745135950352581
"3536","16988","1499","Germany",NA,NA,NA,23613,64,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q92506",NA,NA,NA,1.05931154648615
"3537","16989","1526","Iberia",NA,NA,NA,1983,8,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q3374035",NA,NA,NA,0.241447036660259
"3538","16990","1470","Iberia",NA,NA,NA,4969,8,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q3374120",1413,5,7,0.588508640824112
"3539","16991","1525","Germany",NA,NA,NA,2697,18,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1429323",NA,NA,NA,0.146533898216922
"3540","16992","1497","Germany",NA,NA,NA,2470,13,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1678968",NA,NA,NA,0.116165831759658
"3541","16993","1527","Germany",NA,NA,NA,3443,29,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q2059347",NA,NA,NA,0.248199024703304
"3542","16994","1480","Germany",NA,NA,NA,2908,11,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q892506",NA,NA,NA,0.120276259729303
"3543","16996","1537","Germany",NA,NA,NA,8086,15,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q20656625",NA,NA,NA,0.298182182649964
"3544","16997","1514","Germany",NA,NA,NA,4219,21,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q1348037",NA,NA,NA,0.207360369102863
"3545","16998","1540","France",NA,NA,NA,2960,3,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q15810359",NA,NA,NA,0.0844524407089882
"3546","16999","1500","France",NA,NA,NA,6121,7,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q3385021",6270,12,2,0.53050835318966
"3547","17000","1525","Germany",NA,NA,NA,7672,42,13,"https://www.wikidata.org/wiki/Special:EntityPage/Q1355663",NA,NA,NA,0.739040671587516
"3548","17001","1489","Germany",NA,NA,NA,7707,18,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q102640",4223,13,6,0.787413642302779
"3549","17002","1530","Iberia",NA,NA,NA,10379,31,25,"https://www.wikidata.org/wiki/Special:EntityPage/Q363914",NA,NA,NA,1.09809551182765
"3550","17003","1551","Germany",NA,NA,NA,2906,10,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q21545896",NA,NA,NA,0.11553695469727
"3551","17004","1533","Germany",NA,NA,NA,5078,16,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1287339",NA,NA,NA,0.237654557418078
"3552","17006","1533","Germany",NA,NA,NA,4451,8,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q3568238",2527,18,2,0.389949262027194
"3553","17008","1553","Scandinavia",NA,NA,NA,3020,12,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q498971",NA,NA,NA,0.182945059768929
"3554","17010","1550","Iberia",NA,NA,NA,3889,8,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q10311118",NA,NA,NA,0.272772116269837
"3555","17011","1480","Germany",NA,NA,NA,2148,9,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q2735514",NA,NA,NA,0.0875548606301971
"3556","17012","16","Iberia",NA,NA,NA,1675,8,1,"https://www.wikidata.org/wiki/Special:EntityPage/Q611129",NA,NA,NA,0.068334929096175
"3557","17014","1494","Italy",14376,66,18,4905,34,18,"https://www.wikidata.org/wiki/Special:EntityPage/Q736315",11212,58,18,2.95496318815828
"3558","17015","1490","Iberia",NA,NA,NA,4896,9,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q1442284",NA,NA,NA,0.281135769535033
